event,sentence
"('James,LeBron', 'fg3', '0')","PLAYER_LAST converted a three point play with 40.7 seconds remaining, and then hit three foul shots to help close it out."
"('James,LeBron', 'pts', '29')","PLAYER_LAST had STAT points, eight assists and five rebounds, and Cleveland rallied to beat the Orlando Magic 98 89 on Friday night."
"('James,LeBron', 'ast', '8')","PLAYER_LAST had 29 STAT assists and five rebounds, and Cleveland rallied to beat the Orlando Magic 98 89 on Friday night."
"('James,LeBron', 'trb', '5')","PLAYER_LAST had 29 eight assists and STAT rebounds, and Cleveland rallied to beat the Orlando Magic 98 89 on Friday night."
"('Vucevic,Nikola', 'pts', '12')","PLAYER_LAST had STAT points, seven assists and eight rebounds, and reserve Evan Fournier scored 15."
"('Vucevic,Nikola', 'ast', '7')","PLAYER_LAST had 12 STAT assists and eight rebounds, and reserve Evan Fournier scored 15."
"('Vucevic,Nikola', 'trb', '8')","PLAYER_LAST had 12 seven assists and STAT rebounds, and reserve Evan Fournier scored 15."
"('Love,Kevin', 'fg', '7')","BENCHED Love, who also had STAT rebounds, said he can't remember the last time he sat out for the fourth quarter."
"('Love,Kevin', 'trb', '7')","BENCHED Love, who also had STAT rebounds, said he can't remember the last time he sat out for the fourth quarter."
"('James,LeBron', 'fg', '10')",Cleveland used an 11 5 surge in the fourth to open a 92 85 lead on a STAT foot jumper from James.
"('ORL', 'orb', '5')","James had 29 eight assists and five rebounds, and Cleveland rallied to beat the Orlando Magic 98 89 on Friday night."
"('ORL', 'pts', '89')","James had 29 points, eight assists and five rebounds, and Cleveland rallied to beat the Orlando Magic 98 89 on Friday night."
"('Pachulia,Zaza', 'fg3', '0')",TIP INS Bucks: Milwaukee is 4 STAT with PLAYER_FIRST PLAYER_LAST in the starting lineup.
"('Payne,Adreian', 'trb', '3')","ROOKIE ROUNDUP Rookie forward/center Adrien PLAYER_LAST made his NBA debut for Atlanta, grabbing STAT rebounds and scoring two points."
"('Payne,Adreian', 'pts', '2')","ROOKIE ROUNDUP Rookie forward/center Adrien PLAYER_LAST made his NBA debut for Atlanta, grabbing three rebounds and scoring STAT points."
"('Knight,Brandon', 'pts', '16')","PLAYER_FIRST PLAYER_LAST added STAT points for Milwaukee, which snapped Atlanta's five game winning streak."
"('Knight,Brandon', 'fg', '5')","PLAYER_FIRST PLAYER_LAST added _STAT_ for Milwaukee, which snapped Atlanta's STAT game winning streak."
"('ATL', 'pts', '77')",Hawks: Atlanta's _STAT_ points were a season low by 10.
"('ATL', 'pts', '77')","Atlanta's _STAT_ points were a season low, and the Hawks committed a season high _STAT_ turnovers that led to 30 Milwaukee points."
"('Millsap,Paul', 'pts', '22')", PLAYER_FIRST PLAYER_LAST led the Hawks with STAT points and 11 rebounds.
"('Millsap,Paul', 'trb', '11')", PLAYER_FIRST PLAYER_LAST led the Hawks with STAT rebounds.
"('Hibbert,Roy', 'pts', '19')","PLAYER_FIRST PLAYER_LAST paced Indiana with STAT points, but foul trouble sent him to the bench in the third quarter, and the Pistons took advantage."
"('Caldwell-Pope,Kentavious', 'pts', '15')", Brandon Jennings scored 14 and PLAYER_FIRST Caldwell Pope added STAT for the Pistons.
"('Jennings,Brandon', 'pts', '14')", PLAYER_FIRST PLAYER_LAST scored STAT and Kentavious Caldwell Pope added 15 for the Pistons.
"('Singler,Kyle', 'fg', '3')","Three of Detroit's starters (Drummond, PLAYER_FIRST PLAYER_LAST and Caldwell Pope) are in their first or second year in the NBA."
"('Watson,C.J.', 'pts', '14')",PLAYER_LAST both added STAT points in the losing effort.
"('MEM', 'pts', '111')","Smith, who signed earlier in the day, scored _STAT_ points and grabbed eight rebounds Friday night as the Rockets beat Memphis 117 111 in overtime."
"('Gasol,Marc', 'pts', '29')","PLAYER_FIRST PLAYER_LAST led Memphis with STAT points, while Beno Udrih contributed 17."
"('Allen,Tony', 'fg', '4')",Grizzlies: PLAYER_FIRST PLAYER_LAST returned after missing STAT games with a right corneal abrasion.
"('Beverley,Patrick', 'pts', '12')","PLAYER_FIRST PLAYER_LAST had STAT points for the Rockets, who took over the top spot in the Western Conference's Southwest Division from Memphis."
"('Smith,Josh', 'pts', '21')","Smith, who signed earlier in the day, scored STAT points and grabbed eight rebounds Friday night as the Rockets beat Memphis 117 111 in overtime."
"('Smith,Josh', 'trb', '8')","Smith, who signed earlier in the day, grabbed STAT rebounds Friday night as the Rockets beat Memphis 117 111 in overtime."
"('Carter,Vince', 'fg', '3')","Quincy Pondexter scored 14, and PLAYER_FIRST PLAYER_LAST had 10, including a pair of STAT pointers in the fourth quarter to fuel a Memphis rally."
"('Howard,Dwight', 'pts', '6')","PLAYER_FIRST PLAYER_LAST had only STAT points, but connected on all four of his free throws in overtime."
"('Howard,Dwight', 'ft', '4')",PLAYER_FIRST PLAYER_LAST had only six but connected on all STAT of his free throws in overtime.
"('Ariza,Trevor', 'pts', '15')"," PLAYER_LAST finished with STAT points, while Corey Brewer added 13."
"('HOU', 'pts', '117')","Smith, who signed earlier in the day, scored _STAT_ points and grabbed eight rebounds Friday night as the Rockets beat Memphis 117 111 in overtime."
"('Carter,Vince', 'fg', '3')",PLAYER_LAST connected on consecutive STAT pointers before Harden's drive with 15.5 seconds remaining tied the game at 104.
"('Harden,James', 'pts', '32')","""We knew what he brought to the table,"" said PLAYER_FIRST Harden, who led the Rockets with STAT points and 10 assists."
"('Harden,James', 'fg', '10')","""We knew what he brought to the table,"" said PLAYER_FIRST Harden, who led the Rockets with STAT assists."
"('Harden,James', 'ast', '10')","""We knew what he brought to the table,"" said PLAYER_FIRST Harden, who led the Rockets with STAT assists."
"('NOP', 'pts', '97')","He finished with 22 points, _STAT_ rebounds and five blocks in New Orleans' 97 90 victory over slumping San Antonio on Friday night."
"('Holiday,Jrue', 'pts', '15')","Ryan Anderson scored _STAT_ points for New Orleans (15 14), and PLAYER_FIRST PLAYER_LAST added STAT points and seven assists."
"('Holiday,Jrue', 'ast', '7')","Ryan Anderson scored _STAT_ for New Orleans (15 14), and PLAYER_FIRST PLAYER_LAST added STAT assists."
"('Joseph,Cory', 'pts', '20')","Duncan had STAT points and _STAT_ rebounds for the Spurs (18 13), and PLAYER_FIRST PLAYER_LAST also scored STAT points."
"('Joseph,Cory', 'pts', '20')","Duncan had STAT points and _STAT_ rebounds for the Spurs (18 13), and PLAYER_FIRST PLAYER_LAST also scored STAT points."
"('Duncan,Tim', 'pts', '20')","PLAYER_LAST had STAT points and _STAT_ rebounds for the Spurs (18 13), and Cory Joseph also scored STAT points."
"('Duncan,Tim', 'trb', '11')","PLAYER_LAST had STAT rebounds for the Spurs (18 13), and Cory Joseph also scored _STAT_ points."
"('Duncan,Tim', 'pts', '20')","PLAYER_LAST had STAT points and _STAT_ rebounds for the Spurs (18 13), and Cory Joseph also scored STAT points."
"('Belinelli,Marco', 'pts', '13')","TIP INS Spurs: PLAYER_FIRST PLAYER_LAST scored STAT points, and Ginobili finished with 12."
"('NOP', 'fg3', '6')","BLOCKED The Pelicans are fourth in the NBA in blocked shots, averaging six per game."
"('SAS', 'tov', '17')", New Orleans scored _STAT_ off of 17 San Antonio turnovers and outrebounded the Spurs by five.
"('Salmons,John', 'pts', '5')",PLAYER_FIRST Salmons' 3 pointer increased the Pelicans' advantage to 12 with STAT 1/2 minutes left.
"('SAS', 'pts', '90')","He finished with 22 points, _STAT_ rebounds and five blocks in New Orleans' 97 90 victory over slumping San Antonio on Friday night."
"('Anderson,Ryan', 'pts', '22')","PLAYER_FIRST PLAYER_LAST scored STAT points for New Orleans (15 14), and Jrue Holiday added _STAT_ points and seven assists."
"('Anderson,Ryan', 'fg', '7')","PLAYER_FIRST PLAYER_LAST scored _STAT_ for New Orleans (15 14), and Jrue Holiday added STAT assists."
"('SAS', 'fg3', '6')",San Antonio has dropped six of seven.
"('CHO', 'fg3', '5')", TIP INS Hornets: Charlotte's season best streak of five consecutive 100 point games ended.
"('CHO', 'fg', '25')",The Hornets shot 25 for 87 (28.7 percent) and hit just 5 of 24 three pointers.
"('CHO', 'fg3', '5')",The Hornets shot 25 for 87 (28.7 percent) and hit just 5 of 24 three pointers.
"('Walker,Kemba', 'pts', '6')",PLAYER_LAST had just STAT points.
"('OKC', 'orb', '13')",Serge Ibaka added 13 _STAT_ rebounds and blocked four shots for the Thunder.
"('Jefferson,Al', 'pts', '4')",PLAYER_LAST and Kemba Walker combined to shoot just STAT of 20 from the field.
"('Roberts,Brian', 'pts', '17')"," PLAYER_FIRST PLAYER_LAST came off the bench to lead the Hornets with STAT points, 11 in the final period."
"('Ibaka,Serge', 'pts', '13')","PLAYER_FIRST PLAYER_LAST added STAT points, _STAT_ rebounds and blocked four shots for the Thunder."
"('Ibaka,Serge', 'trb', '14')",PLAYER_FIRST PLAYER_LAST added 13 STAT rebounds and blocked four shots for the Thunder.
"('Ibaka,Serge', 'orb', '4')",PLAYER_FIRST PLAYER_LAST added 13 _STAT_ rebounds and blocked STAT shots for the Thunder.
"('Parsons,Chandler', 'pts', '12')","Tyson PLAYER_FIRST had _STAT_ points and STAT rebounds, his 14th double double."
"('Chandler,Tyson', 'pts', '15')","PLAYER_FIRST PLAYER_LAST had STAT points and 12 rebounds, his 14th double double."
"('Chandler,Tyson', 'trb', '12')","PLAYER_FIRST PLAYER_LAST had STAT rebounds, his 14th double double."
"('Ellis,Monta', 'pts', '15')","Playing with an unspecified illness, PLAYER_LAST finished with STAT points, seven assists and three steals."
"('Ellis,Monta', 'ast', '7')","Playing with an unspecified illness, PLAYER_LAST finished with 15 STAT assists and three steals."
"('Ellis,Monta', 'stl', '3')","Playing with an unspecified illness, PLAYER_LAST finished with 15 seven assists and STAT steals."
"('DAL', 'fg3', '5')",It was the highest scoring for the Mavericks in more than five years.
"('Faried,Kenneth', 'trb', '25')",PLAYER_LAST had a career high STAT rebounds to go along with 26 and the Nuggets beat the Minnesota Timberwolves 106 102 on Friday night.
"('Faried,Kenneth', 'pts', '26')","PLAYER_LAST had a career high _STAT_ rebounds to go along with STAT points, and the Nuggets beat the Minnesota Timberwolves 106 102 on Friday night."
"('Lawson,Ty', 'pts', '16')",PLAYER_FIRST PLAYER_LAST finished with STAT points and 11 assists.
"('Lawson,Ty', 'ast', '11')",PLAYER_FIRST PLAYER_LAST finished with STAT assists.
"('MIN', 'pts', '102')","Faried had a career high _STAT_ rebounds to go along with 26 points, and the Nuggets beat the Minnesota Timberwolves 106 102 on Friday night."
"('DEN', 'pts', '106')","Faried had a career high _STAT_ rebounds to go along with 26 points, and the Nuggets beat the Minnesota Timberwolves 106 102 on Friday night."
"('Young,Thaddeus', 'pts', '23')"," PLAYER_FIRST PLAYER_LAST scored STAT points and rookie Andrew Wiggins had 22 for the Timberwolves, who have lost seven straight and 13 of 14."
"('Faried,Kenneth', 'fg3', '0')",Chandler made a running jumper and PLAYER_LAST had a tip in to spark an 8 STAT run that gave the Nuggets a 94 91 lead.
"('MIN', 'fg3', '3')",But Wiggins hit a runner in the lane and a 3 pointer to help Minnesota close to 70 66.
"('Chandler,Wilson', 'pts', '21')","PLAYER_FIRST PLAYER_LAST scored STAT points for the Nuggets, who had lost two in a row."
"('Chandler,Wilson', 'fg3', '2')","PLAYER_FIRST PLAYER_LAST scored _STAT_ for the Nuggets, who had lost STAT in a row."
"('Wiggins,Andrew', 'pts', '22')"," Thaddeus Young scored _STAT_ points and rookie PLAYER_FIRST PLAYER_LAST had STAT for the Timberwolves, who have lost seven straight and 13 of 14."
"('Mozgov,Timofey', 'pts', '11')",Nuggets: PLAYER_LAST had STAT points and 14 rebounds.
"('Mozgov,Timofey', 'trb', '14')",Nuggets: PLAYER_LAST had STAT rebounds.
"('Carter-Williams,Michael', 'pts', '17')","PLAYER_FIRST Carter Williams had STAT points, and K.J."
"('Wroten,Tony', 'pts', '22')","PLAYER_FIRST Wroten, who missed Philadelphia's last game with a right knee sprain, came off the bench to score STAT points."
"('PHI', 'fg3', '3')","Philadelphia (4 24), which had won two in a row, made 3 of 14 shots from beyond the arc."
"('Lillard,Damian', 'fg3', '3')","Matthews made back to back STAT pointers, and PLAYER_LAST scored 12 consecutive for Portland in one stretch."
"('Freeland,Joel', 'trb', '17')","Center PLAYER_FIRST PLAYER_LAST grabbed a career high STAT rebounds, a Blazers season high."
"('POR', 'pts', '114')","24, Portland beat the 76ers 114 104 in Philadelphia."
"('Wright,Dorell', 'fg', '3')",PLAYER_FIRST Wright's STAT pointer just before the buzzer gave Portland a 61 51 halftime lead.
"('Lillard,Damian', 'fg3', '3')","Matthews went 7 for 14 from beyond the arc, and PLAYER_LAST made STAT STAT pointers."
"('Lillard,Damian', 'fg3', '3')","Matthews went 7 for 14 from beyond the arc, and PLAYER_LAST made STAT STAT pointers."
"('Matthews,Wesley', 'fg3', '7')","PLAYER_LAST went STAT for 14 from beyond the arc, and Lillard made three 3 pointers."
"('Matthews,Wesley', 'fg3', '7')","The Blazers made STAT 3s, including three by Matthews, to build a lead as large as 16 points."
"('Thomas,Isaiah', 'pts', '17')",PLAYER_LAST scored nine of his STAT points in the final quarter.
"('Thomas,Isaiah', 'fg3', '2')",PLAYER_LAST found Marcus Morris for a 3 pointer and then made STAT layups between a free throw to open the fourth.
"('Collison,Darren', 'pts', '19')","PLAYER_FIRST PLAYER_LAST scored STAT points, and Rudy Gay added _STAT_ points and five assists for the Kings, who sorely missed DeMarcus Cousins inside."
"('Collison,Darren', 'fg', '5')","PLAYER_FIRST PLAYER_LAST scored 19 and Rudy Gay added STAT assists for the Kings, who sorely missed DeMarcus Cousins inside."
"('Thomas,Isaiah', 'fg', '7')","` In his first game back in Sacramento, PLAYER_LAST led an 18 STAT spurt to start the fourth quarter that put Phoenix up by 15."
"('Dragic,Zoran', 'fg', '0')"," TIP INS Suns: Phoenix improved to 5 STAT when it uses the starting lineup of Bledsoe, Dragic, P.J."
"('Dragic,Zoran', 'fg3', '0')"," TIP INS Suns: Phoenix improved to 5 STAT when it uses the starting lineup of Bledsoe, Dragic, P.J."
"('Dragic,Zoran', 'pts', '0')"," TIP INS Suns: Phoenix improved to 5 STAT when it uses the starting lineup of Bledsoe, Dragic, P.J."
"('Thomas,Isaiah', 'fg3', '2')",RESPECT FOR MALONE PLAYER_LAST said he was surprised by the Kings firing Michael Malone as coach STAT weeks ago.
"('Morris,Marcus', 'ast', '5')","Darren Collison scored 19 and Rudy Gay added STAT assists for the Kings, who sorely missed DePLAYER_FIRST Cousins inside."
"('SAC', 'fg3', '7')","` In his first game back in Sacramento, Thomas led an 18 7 spurt to start the fourth quarter that put Phoenix up by 15."
"('Gay,Rudy', 'pts', '16')","Darren Collison scored 19 points, and PLAYER_FIRST PLAYER_LAST added STAT points and five assists for the Kings, who sorely missed DeMarcus Cousins inside."
"('Gay,Rudy', 'ast', '5')","Darren Collison scored 19 and PLAYER_FIRST PLAYER_LAST added STAT assists for the Kings, who sorely missed DeMarcus Cousins inside."
"('SAC', 'fg3', '7')",Sacramento shot 44.1 percent and 7 of 29 from beyond the arc.
"('PHO', 'fg3', '14')","The Suns shot 48.9 percent, including 14 for 33 from 3 point range, pushing the pace and creating all kinds of space."
"('TOR', 'fg3', '13')",The Raptors are 13 0 when holding opponents under 100 points.
"('Jordan,DeAndre', 'trb', '20')","Jamal Crawford added STAT off the bench, PLAYER_FIRST PLAYER_LAST grabbed STAT rebounds."
"('Jordan,DeAndre', 'trb', '20')","Jamal Crawford added STAT off the bench, PLAYER_FIRST PLAYER_LAST grabbed STAT rebounds."
"('Ross,Terrence', 'pts', '11')","PLAYER_FIRST Ross, who scored a franchise record 51 pts against the Clippers in first meeting last season, has only STAT on Saturday."
"('Lowry,Kyle', 'fg', '9')","PLAYER_LAST shot STAT of 17, after averaging 9.3 27.5 percent from the field over his previous four games against the Clippers."
"('Crawford,Jamal', 'pts', '20')","PLAYER_FIRST PLAYER_LAST added STAT off the bench, DeAndre Jordan grabbed STAT rebounds."
"('Crawford,Jamal', 'pts', '20')","PLAYER_FIRST PLAYER_LAST added STAT off the bench, DeAndre Jordan grabbed STAT rebounds."
"('Jefferson,Al', 'pts', '14')"," Jefferson, who is battling a groin injury, had STAT points and nine rebounds after being held to four by Oklahoma City on Friday night."
"('Jefferson,Al', 'trb', '9')"," Jefferson, who is battling a groin injury, had STAT rebounds after being held to four by Oklahoma City on Friday night."
"('Walker,Kemba', 'fg', '15')", PLAYER_LAST scored a Charlotte record 35 in the second half and finished STAT of 30 from the field with five 3 pointers.
"('Walker,Kemba', 'fg3', '5')", PLAYER_LAST scored a Charlotte record 35 in the second half and finished 15 of 30 from the field with STAT 3 pointers.
"('Vucevic,Nikola', 'pts', '22')",PLAYER_LAST added two free throws with STAT seconds remaining to help seal the victory.
"('WAS', 'fg3', '5')",The Wizards begin a season long five game road trip on Monday.
"('BOS', 'fg3', '6')","By the time the Celtics' nightmare first quarter ended, they were behind 30 12 and outrebounded by 16 6 and had eight turnovers."
"('MIA', 'fg', '37')",FREE THROW WATCH Memphis took _STAT_ free throws to Miami's 21.
"('Andersen,Chris', 'pts', '13')","Danny Granger scored a season high 18 off the bench for the Heat, who got 16 from Luol Deng and STAT from PLAYER_FIRST Andersen."
"('Lee,Courtney', 'pts', '10')"," Tony Allen, PLAYER_FIRST PLAYER_LAST and Tayshaun Prince each scored STAT for Memphis."
"('Granger,Danny', 'pts', '18')","PLAYER_FIRST PLAYER_LAST scored a season high STAT off the bench for the Heat, who got 16 from Luol Deng and 13 from Chris Andersen."
"('MIA', 'fg3', '6')","Dwyane Wade scored _STAT_ for Miami, which fell to 6 11 at home."
"('Udrih,Beno', 'pts', '11')"," PLAYER_FIRST PLAYER_LAST scored STAT for the Grizzlies, who led by 19 early in the second half."
"('Deng,Luol', 'pts', '16')","Danny Granger scored a season high 18 off the bench for the Heat, who got STAT from PLAYER_FIRST PLAYER_LAST and 13 from Chris Andersen."
"('Allen,Tony', 'pts', '10')"," PLAYER_FIRST Allen, Courtney Lee and Tayshaun Prince each scored STAT for Memphis."
"('Wade,Dwyane', 'pts', '25')","PLAYER_FIRST PLAYER_LAST scored STAT points for Miami, which fell to 6 11 at home."
"('Wade,Dwyane', 'fg', '11')","PLAYER_FIRST PLAYER_LAST scored _STAT_ for Miami, which fell to 6 STAT at home."
"('Prince,Tayshaun', 'pts', '10')"," Tony Allen, Courtney Lee and PLAYER_FIRST PLAYER_LAST each scored STAT for Memphis."
"('CHI', 'pts', '107')","Butler scored 33 points, Derrick Rose had 19 and Chicago beat the New Orleans Pelicans 107 100 on Saturday night for its sixth consecutive victory."
"('Butler,Jimmy', 'pts', '33')","PLAYER_LAST scored STAT points, Derrick Rose had 19 and Chicago beat the New Orleans Pelicans 107 100 on Saturday night for its sixth consecutive victory."
"('Evans,Tyreke', 'pts', '26')","PLAYER_FIRST PLAYER_LAST scored STAT points for the Pelicans, and Jrue Holiday had _STAT_ points and seven assists."
"('CHI', 'fg3', '6')",The Bulls have won six straight at the United Center after dropping five of their first seven home games.
"('Rose,Derrick', 'pts', '19')","Butler scored 33 points, PLAYER_FIRST PLAYER_LAST had STAT and Chicago beat the New Orleans Pelicans 107 100 on Saturday night for its sixth consecutive victory."
"('Brooks,Aaron', 'pts', '13')","PLAYER_FIRST PLAYER_LAST scored STAT points, and Taj Gibson added _STAT_ points and 10 rebounds."
"('Evans,Tyreke', 'fg3', '0')","After PLAYER_LAST converted another layup, Butler had a three point play that made it 104 94 with 1:49 to go."
"('NOP', 'pts', '100')","Butler scored 33 points, Derrick Rose had 19 and Chicago beat the New Orleans Pelicans 107 100 on Saturday night for its sixth consecutive victory."
"('Butler,Jimmy', 'fg3', '0')","After Evans converted another layup, PLAYER_LAST had a three point play that made it 104 94 with 1:49 to go."
"('Davis,Anthony', 'pts', '29')"," PLAYER_LAST had STAT points, _STAT_ rebounds and six blocked shots in his first NBA game in his hometown."
"('Davis,Anthony', 'trb', '11')", PLAYER_LAST had 29 STAT rebounds and six blocked shots in his first NBA game in his hometown.
"('Gibson,Taj', 'pts', '12')","Aaron Brooks scored 13 points, and PLAYER_FIRST PLAYER_LAST added STAT points and 10 rebounds."
"('Gibson,Taj', 'trb', '10')",Aaron Brooks scored 13 and PLAYER_FIRST PLAYER_LAST added STAT rebounds.
"('Holiday,Jrue', 'pts', '19')","Tyreke Evans scored _STAT_ points for the Pelicans, and PLAYER_FIRST PLAYER_LAST had STAT points and seven assists."
"('Holiday,Jrue', 'ast', '7')","Tyreke Evans scored _STAT_ for the Pelicans, and PLAYER_FIRST PLAYER_LAST had STAT assists."
"('Copeland,Chris', 'pts', '12')","Luis Scola added 13, PLAYER_FIRST PLAYER_LAST had STAT and Lavoy Allen chipped in 10."
"('IND', 'fg3', '9')",Indiana converted nine Nets turnovers into _STAT_ during that six minute plus span.
"('Williams,Deron', 'fg', '2')","Williams, who played his second straight game after missing the previous STAT due to a strained right calf, agreed with his coach's assessment."
"('IND', 'pts', '110')","West scored 15 of _STAT_ points in the second half, Rodney Stuckey had 20, and the Pacers overwhelmed Brooklyn 110 85 on Saturday night."
"('Johnson,Joe', 'pts', '18')"," Jarrett Jack had _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for Brooklyn, which had won its previous three games."
"('Karasev,Sergey', 'fg', '5')","PLAYER_FIRST Karasev, who's started the last STAT games at shooting guard in place of Bojan Bogdanovic, had a career high 14 points."
"('Karasev,Sergey', 'pts', '14')","PLAYER_FIRST Karasev, who's started the last five games at shooting guard in place of Bojan Bogdanovic, had a career high STAT points."
"('Jack,Jarrett', 'pts', '22')"," PLAYER_FIRST PLAYER_LAST had STAT points and Joe Johnson added 18 for Brooklyn, which had won its previous three games."
"('BRK', 'pts', '85')","West scored 15 of _STAT_ points in the second half, Rodney Stuckey had 20, and the Pacers overwhelmed Brooklyn 110 85 on Saturday night."
"('Watson,C.J.', 'pts', '17')","Watson, who played for Brooklyn during the 2012 13 season, came off the bench and scored STAT points."
"('West,David', 'pts', '17')","PLAYER_LAST scored 15 of STAT points in the second half, Rodney Stuckey had 20, and the Pacers overwhelmed Brooklyn 110 85 on Saturday night."
"('ATL', 'fg3', '9')"," Both teams struggled from the floor during the first half, with the Hawks missing their first nine shots in the second quarter."
"('Korver,Kyle', 'fg', '2')","""You never want to lose STAT in a row in this league,"" said PLAYER_FIRST Korver."
"('Korver,Kyle', 'fg3', '2')","""You never want to lose STAT in a row in this league,"" said PLAYER_FIRST Korver."
"('ATL', 'fg3', '9')"," The Hawks won despite shooting 36 percent, including 9 of 29 on 3 pointers."
"('Horford,Al', 'pts', '20')"," PLAYER_FIRST PLAYER_LAST added STAT points and eight rebounds, while Paul Millsap finished with _STAT_ points and eight boards."
"('Horford,Al', 'fg', '8')"," PLAYER_FIRST PLAYER_LAST added STAT rebounds, while Paul Millsap finished with STAT boards."
"('Horford,Al', 'fg', '8')"," PLAYER_FIRST PLAYER_LAST added STAT rebounds, while Paul Millsap finished with STAT boards."
"('Middleton,Khris', 'pts', '21')","PLAYER_FIRST PLAYER_LAST led Milwaukee with STAT points, which tied a season high, and O.J."
"('Millsap,Paul', 'fg', '8')"," Al Horford added STAT rebounds, while PLAYER_FIRST PLAYER_LAST finished with STAT boards."
"('Millsap,Paul', 'trb', '8')"," Al Horford added STAT rebounds, while PLAYER_FIRST PLAYER_LAST finished with STAT boards."
"('Millsap,Paul', 'pts', '17')"," Al Horford added _STAT_ points and eight rebounds, while PLAYER_FIRST PLAYER_LAST finished with STAT points and eight boards."
"('Millsap,Paul', 'fg', '8')"," Al Horford added STAT rebounds, while PLAYER_FIRST PLAYER_LAST finished with STAT boards."
"('Millsap,Paul', 'trb', '8')"," Al Horford added STAT rebounds, while PLAYER_FIRST PLAYER_LAST finished with STAT boards."
"('Carter-Williams,Michael', 'fg3', '1')","PLAYER_FIRST Carter Williams particularly struggled, shooting just STAT of 13 in the first two quarters."
"('Carter-Williams,Michael', 'fg', '2')","PLAYER_FIRST Carter Williams particularly struggled, shooting just 1 of 13 in the first STAT quarters."
"('Wroten,Tony', 'pts', '20')","PLAYER_FIRST PLAYER_LAST scored STAT points and Robert Covington added 17 for the Sixers (4 25), who could not overcome a sluggish offensive performance before halftime."
"('UTA', 'fg', '30')",The Jazz outscored Philadelphia 52 30 in the paint and finished with a 20 7 advantage in second chance points.
"('Covington,Robert', 'pts', '17')","Tony Wroten scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for the Sixers (4 25), who could not overcome a sluggish offensive performance before halftime."
"('Favors,Derrick', 'pts', '17')"," PLAYER_LAST had STAT points, _STAT_ rebounds and five blocked shots to lead Utah."
"('Favors,Derrick', 'trb', '15')", PLAYER_LAST had 17 STAT rebounds and five blocked shots to lead Utah.
"('Favors,Derrick', 'fg3', '0')","With his team clinging to a three point lead, PLAYER_LAST converted a three point play and drove for a dunk on back to back possessions."
"('Favors,Derrick', 'fg3', '0')","With his team clinging to a three point lead, PLAYER_LAST converted a three point play and drove for a dunk on back to back possessions."
"('NYK', 'fg3', '6')",TIP INS Knicks: The Knicks fell to 0 6 in games Anthony has scored at least 30 points.
"('SAC', 'fg3', '8')",The Kings improved to 11 8 with Cousins on the floor.
"('Anthony,Carmelo', 'fg', '13')",They were STAT 12 in Anthony's 30 point games last season.
"('SAC', 'fg3', '8')","Sacramento had lost seven of its previous eight games, including four of five under interim coach Tyrone Corbin."
"('Cousins,DeMarcus', 'pts', '39')",A dunk by PLAYER_LAST extended it to five and Collison's fast break layup sealed it with STAT seconds remaining.
"('Hardaway,Tim', 'fg3', '3')",Cole Aldrich converted a STAT point play with 38 seconds left to make it 117 115 and PLAYER_FIRST PLAYER_LAST Jr.
"('SAC', 'fg3', '8')","The last Kings player with at least that many assists in the first quarter was Mike Bibby, who had eight on Nov."
"('Collison,Darren', 'fg3', '3')",The Kings took the lead for good on a corner STAT pointer from PLAYER_LAST with 1:22 to play.
"('Aldrich,Cole', 'fg3', '0')",PLAYER_FIRST PLAYER_LAST converted a three point play with 38 seconds left to make it 117 115 and Tim Hardaway Jr.
"('Aldrich,Cole', 'pts', '18')",PLAYER_LAST scored a career high STAT points.
"('Cousins,DeMarcus', 'fg3', '1')","Kings: PLAYER_LAST had missed 10 straight 3 pointers since last making STAT on March 28, 2013, against Phoenix."
"('Anthony,Carmelo', 'pts', '36')"," PLAYER_FIRST PLAYER_LAST scored STAT points for the short handed Knicks, who dressed only nine players in losing for the 17th time in 18 games."
"('Young,Thaddeus', 'pts', '17')","PLAYER_FIRST PLAYER_LAST finished with STAT points and six rebounds, and Zach LaVine had _STAT_ points and _STAT_ assists in Minnesota's eighth straight loss."
"('Young,Thaddeus', 'trb', '6')","PLAYER_FIRST PLAYER_LAST finished with STAT rebounds, and Zach LaVine had _STAT_ assists in Minnesota's eighth straight loss."
"('GSW', 'pts', '110')","The Warriors still looked pretty sharp Saturday night, shaking off a two game losing streak by rolling past the lowly Minnesota Timberwolves, 110 97."
"('LaVine,Zach', 'pts', '12')","Thaddeus Young finished with _STAT_ points and six rebounds, and PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ assists in Minnesota's eighth straight loss."
"('LaVine,Zach', 'ast', '14')","Thaddeus Young finished with six rebounds, and PLAYER_FIRST PLAYER_LAST had STAT assists in Minnesota's eighth straight loss."
"('Thompson,Tristan', 'pts', '18')","PLAYER_FIRST PLAYER_LAST also had a double double for the Cavs, finishing with STAT points and 11 rebounds."
"('Thompson,Tristan', 'trb', '11')","PLAYER_FIRST PLAYER_LAST also had a double double for the Cavs, finishing with STAT rebounds."
"('Meeks,Jodie', 'pts', '14')","Reserve PLAYER_FIRST PLAYER_LAST scored STAT points, and Kentavious Caldwell Pope had 13."
"('DET', 'fg3', '17')",Detroit also set a franchise record for made 3 pointers by going 17 for 31 from long range.
"('CLE', 'orb', '10')","Kevin Love had _STAT_ rebounds for Cleveland, which led 32 17 early in the second quarter."
