event,sentence
"('Hield,Buddy', 'pts', '15')","Buddy Hield added 15 points, and Garrett Temple had 13."
"('MEM', 'fg3', '14')",The Grizzlies scored 35 points in the first quarter and led by 14 or more at the end of every quarter.
"('Martin,Jarell', 'pts', '11')", Jarell Martin added 11 points and three others had 10 points apiece on a day all 13 players scored for the Grizzlies.
"('Randolph,Zach', 'fg', '2')","Zach Randolph, a two time All Star over eight seasons who helped Memphis reach the 2013 Western Conference finals before signing with Sacramento in the offseason, had four points and six rebounds."
"('Randolph,Zach', 'orb', '2')","Zach Randolph, a two time All Star over eight seasons who helped Memphis reach the 2013 Western Conference finals before signing with Sacramento in the offseason, had four points and six rebounds."
"('Randolph,Zach', 'pts', '4')","Zach Randolph, a two time All Star over eight seasons who helped Memphis reach the 2013 Western Conference finals before signing with Sacramento in the offseason, had four points and six rebounds."
"('Randolph,Zach', 'trb', '6')","Zach Randolph, a two time All Star over eight seasons who helped Memphis reach the 2013 Western Conference finals before signing with Sacramento in the offseason, had four points and six rebounds."
"('Saric,Dario', 'pts', '27')",Dario Saric tied a season high with 27 points and the Sixers beat the Phoenix Suns 123 110 on Sunday night after blowing an 18 point lead in one quarter.
"('Embiid,Joel', 'pts', '22')"," Joel Embiid added 22 points and nine rebounds, and Ben Simmons had 11 of his 21 points in the fourth quarter to help Philadelphia win for third time in four games."
"('Embiid,Joel', 'trb', '9')"," Joel Embiid added 22 points and nine rebounds, and Ben Simmons had 11 of his 21 points in the fourth quarter to help Philadelphia win for third time in four games."
"('Warren,T.J.', 'fg', '11')", Warren made all four of his shots and scored 11 points in the first quarter.
"('PHI', 'orb', '11')"," Joel Embiid added 22 points and nine rebounds, and Ben Simmons had 11 of his 21 points in the fourth quarter to help Philadelphia win for third time in four games."
"('Redick,J.J.', 'fg3', '3')",Redick made a 3 pointer with 1:31 to play for an insurmountable 119 108 lead.
"('Redick,J.J.', 'pts', '22')",Redick had 22 points.
"('Simmons,Ben', 'trb', '9')"," Joel Embiid added 22 points and nine rebounds, and Ben Simmons had 11 of his 21 points in the fourth quarter to help Philadelphia win for third time in four games."
"('Simmons,Ben', 'pts', '21')"," Joel Embiid added 22 points and nine rebounds, and Ben Simmons had 11 of his 21 points in the fourth quarter to help Philadelphia win for third time in four games."
"('Booker,Devin', 'pts', '32')","Devin Booker scored 28 of his 32 points in the second half for the Suns, and T.J."
"('PHO', 'pts', '110')",Dario Saric tied a season high with 27 points and the Sixers beat the Phoenix Suns 123 110 on Sunday night after blowing an 18 point lead in one quarter.
"('Biyombo,Bismack', 'pts', '13')","Bismack Biyombo posted his own double double with 13 points and a season high 17 boards for the Magic, who have now lost 11 of their last 12 overall."
"('Biyombo,Bismack', 'trb', '17')","Bismack Biyombo posted his own double double with 13 points and a season high 17 boards for the Magic, who have now lost 11 of their last 12 overall."
"('BRK', 'pts', '98')","Rookie Jarrett Allen had a career high 16 points, Crabbe added 15 points and blocked a potential tying shot, and the Nets edged the Orlando Magic 98 95."
"('Allen,Jarrett', 'pts', '16')","Rookie Jarrett Allen had a career high 16 points, Crabbe added 15 points and blocked a potential tying shot, and the Nets edged the Orlando Magic 98 95."
"('BRK', 'fg3', '9')",PERFECT WAY TO START THE NEW YEAR The Nets improved to 9 0 this season when holding their opponent under 100 points.
"('LeVert,Caris', 'pts', '15')"," Caris LeVert also had 15 points, while DeMarre Carroll chipped in 14 points, 10 rebounds and the tiebreaking free throw with 34.5 seconds remaining."
"('Biyombo,Bismack', 'pts', '13')","Biyombo, who is averaging 9.5 points, 13 rebounds and 3.3 blocks since stepping into the starting lineup in place of injured center Nikola Vucevic, believes they can still snap out of this slump."
"('Crabbe,Allen', 'pts', '15')","Rookie Jarrett Allen had a career high 16 points, Crabbe added 15 points and blocked a potential tying shot, and the Nets edged the Orlando Magic 98 95."
"('Augustin,D.J.', 'pts', '3')","He then followed it by blocking Evan Fournier's 3 point attempt with seven seconds left, and DJ Augustin missed Orlando's final chance to tie."
"('Hollis-Jefferson,Rondae', 'pts', '13')","Rondae Hollis Jefferson scored 13 for the Nets, who opened up the new year with a win after closing out 2017 with a 1 4 road trip."
"('Hollis-Jefferson,Rondae', 'fg', '4')","Rondae Hollis Jefferson scored 13 for the Nets, who opened up the new year with a win after closing out 2017 with a 1 4 road trip."
"('ORL', 'pts', '95')",Orlando's Wes Iwundu then answered with a basket to even it again at 95 all.
"('Gordon,Aaron', 'pts', '20')","Aaron Gordon had 20 points and 12 rebounds, and Elfrid Payton added 17 points for an Orlando team that has lost its last seven games on the road."
"('Gordon,Aaron', 'trb', '12')","Aaron Gordon had 20 points and 12 rebounds, and Elfrid Payton added 17 points for an Orlando team that has lost its last seven games on the road."
"('Payton,Elfrid', 'pts', '17')","Aaron Gordon had 20 points and 12 rebounds, and Elfrid Payton added 17 points for an Orlando team that has lost its last seven games on the road."
"('Payton,Elfrid', 'fg', '7')","Aaron Gordon had 20 points and 12 rebounds, and Elfrid Payton added 17 points for an Orlando team that has lost its last seven games on the road."
"('Carroll,DeMarre', 'pts', '14')"," Caris LeVert also had 15 points, while DeMarre Carroll chipped in 14 points, 10 rebounds and the tiebreaking free throw with 34.5 seconds remaining."
"('Carroll,DeMarre', 'trb', '10')"," Caris LeVert also had 15 points, while DeMarre Carroll chipped in 14 points, 10 rebounds and the tiebreaking free throw with 34.5 seconds remaining."
"('Bledsoe,Eric', 'pts', '29')","Eric Bledsoe scored 29 points, including 11 in overtime, and Giannis Antetokounmpo had 26 for the Bucks, who had won their previous two."
"('MIL', 'pts', '127')","DeRozan scored a franchise record 52 points, and the Toronto Raptors beat the Milwaukee Bucks 131 127 in overtime on Monday night, matching the team record with their 12th consecutive home victory."
"('Dellavedova,Matthew', 'ast', '10')",Dellavedova had a season high 10 assists.
"('Brogdon,Malcolm', 'pts', '15')",Brogdon had 15 points.
"('Antetokounmpo,Giannis', 'pts', '26')","Eric Bledsoe scored 29 points, including 11 in overtime, and Giannis Antetokounmpo had 26 for the Bucks, who had won their previous two."
"('TOR', 'pts', '131')","DeRozan scored a franchise record 52 points, and the Toronto Raptors beat the Milwaukee Bucks 131 127 in overtime on Monday night, matching the team record with their 12th consecutive home victory."
"('Ibaka,Serge', 'pts', '11')"," Kyle Lowry had 26 points and Serge Ibaka added 11 for the Raptors, who also won 12 straight at Air Canada Centre between Jan."
"('Middleton,Khris', 'pts', '18')","Khris Middleton finished with 18 points in the entertaining rematch between first round playoff opponents from last season, a series Toronto won in six."
"('TOR', 'fg3', '14')",Toronto is an NBA best 14 1 at home.
"('MIL', 'ft', '26')","Eric Bledsoe scored 29 points, including 11 in overtime, and Giannis Antetokounmpo had 26 for the Bucks, who had won their previous two."
"('Lowry,Kyle', 'pts', '26')"," Kyle Lowry had 26 points and Serge Ibaka added 11 for the Raptors, who also won 12 straight at Air Canada Centre between Jan."
"('Dunn,Kris', 'pts', '22')","Kris Dunn scored 22 points and Nikola Mirotic had 18 points off the bench for Chicago, which blew a late lead for a second straight game."
"('Turner,Evan', 'pts', '22')"," Al Farouq Aminu added a season high 24 points and Evan Turner also had his season best with 22 for Portland, which was without leading scorer Damian Lilliard for a fifth straight game."
"('Mirotic,Nikola', 'pts', '18')","Kris Dunn scored 22 points and Nikola Mirotic had 18 points off the bench for Chicago, which blew a late lead for a second straight game."
"('Aminu,Al-Farouq', 'pts', '24')"," Al Farouq Aminu added a season high 24 points and Evan Turner also had his season best with 22 for Portland, which was without leading scorer Damian Lilliard for a fifth straight game."
"('Markkanen,Lauri', 'fg3', '4')","McCollum scored the final four points in regulation to tie the score at 112 and answered after Lauri Markannen, who finished with 19 points, made a jumper from the corner that tied it at 120 with 1:14 left in overtime."
"('Markkanen,Lauri', 'pts', '19')","McCollum scored the final four points in regulation to tie the score at 112 and answered after Lauri Markannen, who finished with 19 points, made a jumper from the corner that tied it at 120 with 1:14 left in overtime."
"('Portis,Bobby', 'pts', '14')","Portis finished with 14 points, seven rebounds and four assists."
"('POR', 'fg3', '14')",The Blazers' 14 3 pointers were tied for the team's second most made this season.
"('POR', 'pts', '124')"," seconds remaining in overtime, and the Portland Trail Blazers beat the Chicago Bulls 124 120."
"('Butler,Jimmy', 'fg', '8')",Timberwolves: Butler has at least 20 points in eight straight games.
"('LAL', 'tov', '24')","Los Angeles, which had eight of its 24 turnovers in the opening 12 minutes, got within 30 18 by quarter's end."
"('Dieng,Gorgui', 'pts', '17')",C Gorgui Dieng had 17 points off the bench.
"('Wiggins,Andrew', 'pts', '21')", Wiggins scored 21 points and grabbed a season high nine rebounds.
"('Wiggins,Andrew', 'trb', '9')", Wiggins scored 21 points and grabbed a season high nine rebounds.
"('LAL', 'pts', '96')",Jimmy Butler scored 28 points and Minnesota started fast and held off the struggling Los Angeles Lakers 114 96 on Monday night.
"('Ingram,Brandon', 'pts', '14')","Julius Randle had 15 points and 12 rebounds, and Brandon Ingram had 14 points for Los Angeles."
"('Butler,Jimmy', 'pts', '28')",Jimmy Butler scored 28 points and Minnesota started fast and held off the struggling Los Angeles Lakers 114 96 on Monday night.
"('MIN', 'pts', '114')",Jimmy Butler scored 28 points and Minnesota started fast and held off the struggling Los Angeles Lakers 114 96 on Monday night.
"('Clarkson,Jordan', 'pts', '20')","Jordan Clarkson scored 20 points off the bench for the Lakers, who've lost seven in a row and 10 of 11."
"('Clarkson,Jordan', 'fg', '7')","Jordan Clarkson scored 20 points off the bench for the Lakers, who've lost seven in a row and 10 of 11."
"('Kuzma,Kyle', 'pts', '6')","Kyle Kuzma, the team's leading scorer at 17.9 points per game, played just 18 minutes and scored all of his six points in the third quarter."
"('Towns,Karl-Anthony', 'pts', '16')",Karl Anthony Towns recorded his 30th double double of the season with 16 points and 13 rebounds to help Minnesota win for the seventh time in eight games and 10th in 13.
"('Towns,Karl-Anthony', 'trb', '13')",Karl Anthony Towns recorded his 30th double double of the season with 16 points and 13 rebounds to help Minnesota win for the seventh time in eight games and 10th in 13.
"('Randle,Julius', 'pts', '15')","Julius Randle had 15 points and 12 rebounds, and Brandon Ingram had 14 points for Los Angeles."
"('Randle,Julius', 'trb', '12')","Julius Randle had 15 points and 12 rebounds, and Brandon Ingram had 14 points for Los Angeles."
"('LAL', 'ft', '20')","Jordan Clarkson scored 20 points off the bench for the Lakers, who've lost seven in a row and 10 of 11."
"('Thomas,Isaiah', 'pts', '17')"," It was a special night for Thomas, who scored 17 points and played 19 minutes in his first game in seven months, an impressive return to action for the dynamic point guard traded to Cleveland last summer."
"('Love,Kevin', 'pts', '19')","James scored 24 points, Kevin Love had 19 and Jae Crowder added 15 for the Cavs, who were coming off losses at Golden State, Sacramento and Utah."
"('Thomas,Isaiah', 'fg3', '3')","On Cleveland's next possession, Thomas spotted up in the corner and buried a 3 pointer to give the Cavs a 100 91 lead."
"('Lillard,Damian', 'pts', '25')",Damian Lillard scored 25 for the Blazers after missing five games with a hamstring injury.
"('Lillard,Damian', 'ft', '3')",Portland went 3 2 without Lillard.
"('Nurkic,Jusuf', 'pts', '23')",Jusuf Nurkic added 23 and CJ McCollum had 19 for Portland.
"('CLE', 'pts', '127')","Thomas showed flashes of what made him an All Star in his long awaited debut for the Cavaliers, who snapped a three game losing streak by beating the Portland Trail Blazers 127 110 on Tuesday night."
"('POR', 'pts', '110')","Thomas showed flashes of what made him an All Star in his long awaited debut for the Cavaliers, who snapped a three game losing streak by beating the Portland Trail Blazers 127 110 on Tuesday night."
"('James,LeBron', 'pts', '24')","James scored 24 points, Kevin Love had 19 and Jae Crowder added 15 for the Cavs, who were coming off losses at Golden State, Sacramento and Utah."
"('Aldridge,LaMarcus', 'pts', '29')",LaMarcus Aldridge scored 29 points and Kawhi Leonard had a season high 25 for the Spurs.
"('Beasley,Michael', 'pts', '18')","Michael Beasley had 18 points for the Knicks, who were playing one of just four home games this month."
"('Beasley,Michael', 'fg3', '1')","Michael Beasley had 18 points for the Knicks, who were playing one of just four home games this month."
"('Porzingis,Kristaps', 'fg', '5')",Kristaps Porzingis shot just 5 for 19 and was one of three Knicks to finish with 13 points.
"('Porzingis,Kristaps', 'pts', '13')",Kristaps Porzingis shot just 5 for 19 and was one of three Knicks to finish with 13 points.
"('Leonard,Kawhi', 'pts', '25')",LaMarcus Aldridge scored 29 points and Kawhi Leonard had a season high 25 for the Spurs.
"('Leonard,Kawhi', 'fg3', '3')"," TIP INS Spurs: Leonard missed his first five 3 point attempts, and then made his final three."
"('Ginobili,Manu', 'pts', '12')",Ginobili finished with 12 points    three of them coming on what appeared to be a pass that went into the basket without everyone noticing.
"('NYK', 'pts', '91')",It was the most bizarre bucket of San Antonio's 100 91 victory over the New York Knicks on Tuesday night.
"('SAS', 'pts', '100')",It was the most bizarre bucket of San Antonio's 100 91 victory over the New York Knicks on Tuesday night.
"('PHO', 'fg3', '7')","Booker sank three free throws to put Phoenix ahead with 12.3 seconds to play, Chriss soared to block Taurean Prince's shot at the rim with 7 seconds to go and the Suns rallied to hand the Hawks another road loss, 104 103 on Tuesday night."
"('PHO', 'pts', '104')","Booker sank three free throws to put Phoenix ahead with 12.3 seconds to play, Chriss soared to block Taurean Prince's shot at the rim with 7 seconds to go and the Suns rallied to hand the Hawks another road loss, 104 103 on Tuesday night."
"('Bazemore,Kent', 'pts', '20')",Kent Bazemore and Dennis Schroder added 20 apiece.
"('Schroder,Dennis', 'pts', '20')",Kent Bazemore and Dennis Schroder added 20 apiece.
"('Chriss,Marquese', 'pts', '17')","Warren scored 31 and Chriss had 17 points, 11 rebounds and two blocks for Phoenix."
"('Chriss,Marquese', 'trb', '11')","Warren scored 31 and Chriss had 17 points, 11 rebounds and two blocks for Phoenix."
"('Chriss,Marquese', 'ft', '2')","Warren scored 31 and Chriss had 17 points, 11 rebounds and two blocks for Phoenix."
"('Chriss,Marquese', 'orb', '2')","Warren scored 31 and Chriss had 17 points, 11 rebounds and two blocks for Phoenix."
"('Chriss,Marquese', 'blk', '2')","Warren scored 31 and Chriss had 17 points, 11 rebounds and two blocks for Phoenix."
"('PHO', 'fg3', '7')"," seconds to play, Chriss soared to block Taurean Prince's shot at the rim with 7 seconds to go and the Suns rallied to hand the Hawks another road loss, 104 103 on Tuesday night."
"('PHO', 'pts', '104')"," seconds to play, Chriss soared to block Taurean Prince's shot at the rim with 7 seconds to go and the Suns rallied to hand the Hawks another road loss, 104 103 on Tuesday night."
"('Booker,Devin', 'pts', '34')"," Booker scored eight of his 34 points in the final 37 seconds, starting with a 3 pointer that made it 101 99, as the Suns finished with a 15 4 run."
"('Bazemore,Kent', 'fg', '7')","Bazemore made 7 of 8 shots, including 4 of 5 3 pointers, but he fouled Booker on a 3 point attempt with the Hawks clinging to a two point lead."
"('Bazemore,Kent', 'fg3', '4')","Bazemore made 7 of 8 shots, including 4 of 5 3 pointers, but he fouled Booker on a 3 point attempt with the Hawks clinging to a two point lead."
"('ATL', 'pts', '103')"," seconds to play, Chriss soared to block Taurean Prince's shot at the rim with 7 seconds to go and the Suns rallied to hand the Hawks another road loss, 104 103 on Tuesday night."
"('PHO', 'orb', '11')","Warren scored 31 and Chriss had 17 points, 11 rebounds and two blocks for Phoenix."
"('Ilyasova,Ersan', 'pts', '21')",Ersan Ilyasova scored 21 points for Atlanta.
"('ATL', 'ft', '21')",Ersan Ilyasova scored 21 points for Atlanta.
"('Warren,T.J.', 'pts', '31')","Warren scored 31 and Chriss had 17 points, 11 rebounds and two blocks for Phoenix."
"('Warren,T.J.', 'orb', '2')","Warren scored 31 and Chriss had 17 points, 11 rebounds and two blocks for Phoenix."
"('ATL', 'ft', '21')",The Suns are 21 4 against Atlanta at Talking Stick Resort Arena.
"('Booker,Devin', 'ft', '14')","Booker, in his 13th 30 point game of the season, was 14 of 15 at the foul line, 11 for 11 in the second half."
"('CHO', 'pts', '131')","Howard had 20 points and eight rebounds, Kemba Walker added 12 points and 10 assists, and Charlotte built a big early lead in beating the Sacramento Kings 131 111 on Tuesday."
"('CHO', 'fg3', '15')"," Charlotte came in as one of the NBA's worst 3 point shooting teams but repeatedly got open looks from beyond the arc, especially in the first half when the Hornets made 10 of their season high tying 15 3s."
"('Walker,Kemba', 'ft', '3')","Walker added a three point play and Williams had a 3 pointer as part of another run for Charlotte, and Batum's short jumper put the Hornets up 72 52."
"('CHO', 'fg3', '15')", TIP INS Hornets: Charlotte was 26th in 3 point shooting going into the game but went 15 of 32 from beyond the arc.
"('Randolph,Zach', 'pts', '24')", Zach Randolph had 24 points and 10 rebounds for Sacramento.
"('Randolph,Zach', 'trb', '10')", Zach Randolph had 24 points and 10 rebounds for Sacramento.
"('Batum,Nicolas', 'fg3', '3')","Walker added a three point play and Williams had a 3 pointer as part of another run for Charlotte, and Batum's short jumper put the Hornets up 72 52."
"('SAC', 'pts', '111')","Howard had 20 points and eight rebounds, Kemba Walker added 12 points and 10 assists, and Charlotte built a big early lead in beating the Sacramento Kings 131 111 on Tuesday."
"('Williams,Marvin', 'pts', '10')","Nicolas Batum scored 21 points, Jeremy Lamb added 16, and Michael Kidd Gilchrist and Marvin Williams had 10 points apiece to help the Hornets to their third consecutive victory in Sacramento."
"('Howard,Dwight', 'pts', '20')","Howard had 20 points and eight rebounds, Kemba Walker added 12 points and 10 assists, and Charlotte built a big early lead in beating the Sacramento Kings 131 111 on Tuesday."
"('Howard,Dwight', 'trb', '8')","Howard had 20 points and eight rebounds, Kemba Walker added 12 points and 10 assists, and Charlotte built a big early lead in beating the Sacramento Kings 131 111 on Tuesday."
"('Williams,Marvin', 'fg', '3')","Walker added a three point play and Williams had a 3 pointer as part of another run for Charlotte, and Batum's short jumper put the Hornets up 72 52."
"('Kidd-Gilchrist,Michael', 'pts', '10')","Nicolas Batum scored 21 points, Jeremy Lamb added 16, and Michael Kidd Gilchrist and Marvin Williams had 10 points apiece to help the Hornets to their third consecutive victory in Sacramento."
"('Batum,Nicolas', 'pts', '21')","Nicolas Batum scored 21 points, Jeremy Lamb added 16, and Michael Kidd Gilchrist and Marvin Williams had 10 points apiece to help the Hornets to their third consecutive victory in Sacramento."
"('Walker,Kemba', 'pts', '12')","Howard had 20 points and eight rebounds, Kemba Walker added 12 points and 10 assists, and Charlotte built a big early lead in beating the Sacramento Kings 131 111 on Tuesday."
"('Walker,Kemba', 'ast', '10')","Howard had 20 points and eight rebounds, Kemba Walker added 12 points and 10 assists, and Charlotte built a big early lead in beating the Sacramento Kings 131 111 on Tuesday."
"('Labissiere,Skal', 'pts', '17')","Skal Labissiere added 17 points and a career best 15 rebounds for the Kings, who have lost five of six."
"('Labissiere,Skal', 'trb', '15')","Skal Labissiere added 17 points and a career best 15 rebounds for the Kings, who have lost five of six."
"('LAC', 'pts', '113')","Williams did it again Tuesday night, scoring 33 to send the Clippers to their fourth consecutive win, 113 105 over the Memphis Grizzlies."
"('MEM', 'pts', '105')","Williams did it again Tuesday night, scoring 33 to send the Clippers to their fourth consecutive win, 113 105 over the Memphis Grizzlies."
"('MEM', 'ast', '18')","Tyreke Evans led Memphis with 18 points, six assists and five rebounds."
"('Evans,Tyreke', 'pts', '18')","Tyreke Evans led Memphis with 18 points, six assists and five rebounds."
"('Williams,Lou', 'pts', '33')","Williams did it again Tuesday night, scoring 33 to send the Clippers to their fourth consecutive win, 113 105 over the Memphis Grizzlies."
"('MEM', 'ft', '21')","Williams got scoring help Tuesday from Blake Griffin, who had 21 points    including five down the stretch after the Grizzlies had erased most of an 11 point deficit in the fourth quarter to close to 103 101."
"('Griffin,Blake', 'pts', '21')","Williams got scoring help Tuesday from Blake Griffin, who had 21 points    including five down the stretch after the Grizzlies had erased most of an 11 point deficit in the fourth quarter to close to 103 101."
"('Chalmers,Mario', 'pts', '15')",Mario Chalmers had 15 points off the bench.
"('Selden,Wayne', 'pts', '13')",Selden scored 13 points in 14 minutes Tuesday.
"('Williams,C.J.', 'pts', '18')","Williams, starting for an injured Austin Rivers, added a career high 18 points for the Clippers in his 10th career start."
"('HOU', 'fg3', '15')","Capela scored on a layup, a dunk and two free throws during the Rockets' 15 5 spurt at the outset of the second half, turning the game into a rout at 70 46."
"('Green,Gerald', 'pts', '27')","Gerald Green scored a season high 27 points, Clint Capela had 21 points and eight rebounds and the Rockets (27 9) got by without the NBA scoring leader in routing the Magic 116 98."
"('Hilario,Nene', 'pts', '10')","After getting 10 points and five rebounds, Nene left the game with a bruised right knee."
"('Hilario,Nene', 'fg', '5')","After getting 10 points and five rebounds, Nene left the game with a bruised right knee."
"('Hilario,Nene', 'trb', '5')","After getting 10 points and five rebounds, Nene left the game with a bruised right knee."
"('HOU', 'pts', '116')","Gerald Green scored a season high 27 points, Clint Capela had 21 points and eight rebounds and the Rockets (27 9) got by without the NBA scoring leader in routing the Magic 116 98."
"('Hezonja,Mario', 'pts', '14')",Elfrid Payton and Mario Hezonja added 14 each in Orlando's 12th loss in 13 games.
"('Capela,Clint', 'pts', '21')","Gerald Green scored a season high 27 points, Clint Capela had 21 points and eight rebounds and the Rockets (27 9) got by without the NBA scoring leader in routing the Magic 116 98."
"('Capela,Clint', 'fg', '8')","Gerald Green scored a season high 27 points, Clint Capela had 21 points and eight rebounds and the Rockets (27 9) got by without the NBA scoring leader in routing the Magic 116 98."
"('Capela,Clint', 'trb', '8')","Gerald Green scored a season high 27 points, Clint Capela had 21 points and eight rebounds and the Rockets (27 9) got by without the NBA scoring leader in routing the Magic 116 98."
"('HOU', 'ft', '17')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Anderson,Ryan', 'pts', '17')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Anderson,Ryan', 'fg', '6')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Anderson,Ryan', 'trb', '7')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Green,Gerald', 'pts', '27')","In his first start and only his fourth game with the Rockets, Green produced his 27 points on only 15 shots."
"('Gordon,Eric', 'pts', '17')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Gordon,Eric', 'ast', '6')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Gordon,Aaron', 'pts', '16')", Aaron Gordon led the Magic with 16 points after missing his first eight shots.
"('HOU', 'fg3', '15')","In his first start and only his fourth game with the Rockets, Green produced his 27 points on only 15 shots."
"('Capela,Clint', 'ft', '5')","Capela scored on a layup, a dunk and two free throws during the Rockets' 15 5 spurt at the outset of the second half, turning the game into a rout at 70 46."
"('Green,Gerald', 'fg3', '7')"," Green made his first five 3 point shots and finished 7 for 10 from behind the arc for the Rockets, who were never behind and led by as many as 28 late in the third quarter."
"('Payton,Elfrid', 'pts', '14')",Elfrid Payton and Mario Hezonja added 14 each in Orlando's 12th loss in 13 games.
"('Gordon,Aaron', 'trb', '8')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Gordon,Aaron', 'fg', '7')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Paul,Chris', 'pts', '8')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Paul,Chris', 'ast', '13')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Paul,Chris', 'trb', '7')","Eric Gordon and Ryan Anderson, with 17 points each, were among six Rockets in double figures and that did not include Chris Paul, who had eight points, 13 assists and seven rebounds."
"('Simmons,Ben', 'pts', '26')",Simmons had 26 points and Redick scored 20.
"('Mills,Patty', 'pts', '26')", TIP INS Spurs: Patty Mills led the Spurs with 26 points and LaMarcus Aldridge had 24 points and 14 rebounds.
"('Embiid,Joel', 'pts', '21')",Embiid had 21 points and 11 rebounds to lead the 76ers to a 112 106 win over the Spurs on Wednesday night.
"('Embiid,Joel', 'trb', '11')",Embiid had 21 points and 11 rebounds to lead the 76ers to a 112 106 win over the Spurs on Wednesday night.
"('Aldridge,LaMarcus', 'pts', '24')", TIP INS Spurs: Patty Mills led the Spurs with 26 points and LaMarcus Aldridge had 24 points and 14 rebounds.
"('Aldridge,LaMarcus', 'trb', '14')", TIP INS Spurs: Patty Mills led the Spurs with 26 points and LaMarcus Aldridge had 24 points and 14 rebounds.
"('SAS', 'pts', '106')",Embiid had 21 points and 11 rebounds to lead the 76ers to a 112 106 win over the Spurs on Wednesday night.
"('Beal,Bradley', 'fg', '11')","Playing for the first time since he was named Eastern Conference Player of the Week, Beal followed his 39 point outburst on Sunday against Chicago by hitting 11 of his 14 field goal attempts for Washington, which has won five of six."
"('WAS', 'fg3', '9')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('WAS', 'ast', '27')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('WAS', 'fg3', '9')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('WAS', 'pts', '121')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('NYK', 'ft', '14')",New York has lost 14 of its last 15 to Washington.
"('Beal,Bradley', 'pts', '27')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('Porzingis,Kristaps', 'pts', '16')",Kristaps Porzingis scored 16 points.
"('Wall,John', 'fg', '9')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('Wall,John', 'ast', '9')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('Wall,John', 'pts', '25')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('Wall,John', 'fg', '9')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('Wall,John', 'ast', '9')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('NYK', 'pts', '103')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('Morris,Markieff', 'pts', '11')",F Markieff Morris tied a season high with 11 rebounds.
"('Morris,Markieff', 'trb', '11')",F Markieff Morris tied a season high with 11 rebounds.
"('Beasley,Michael', 'pts', '20')"," Michael Beasley had 20 points, including 16 in the second half, to lead the Knicks, who have lost six of seven."
"('Beal,Bradley', 'ft', '3')",PLAYER OF THE WEEK Beal knows Washington's 3 1 week helped win him his first Player of the Week award.
